Name,Code
서울제약,018680
오디텍,080520
진영,285800
에이치와이티씨,148930
신한제11호스팩,452980
쎄노텍,222420
플래티어,367000
피델릭스,032580
싸이버원,356890
아시아경제,127710
체리부로,066360
본느,226340
이노룰스,296640
한창산업,079170
로스웰,900260
에스에너지,095910
서전기전,189860
협진,138360
아이비젼웍스,469750
솔트웨어,328380
파인디지털,038950
웰크론한텍,076080
포메탈,119500
ES큐브,050120
신화콘텍,187270
진바이오텍,086060
엑셀세라퓨틱스,373110
씨유메디칼,115480
대한과학,131220
이지트로닉스,377330
나라셀라,405920
디에이테크놀로지,196490
바른손이앤에이,035620
이화공영,001840
셀피글로벌,068940
아이컴포넌트,059100
프리시젼바이오,335810
휴네시온,290270
에스지헬스케어,398120
케이쓰리아이,431190
드림인사이트,362990
스튜디오삼익,415380
우리이앤엘,153490
세화피앤씨,252500
키네마스터,139670
에스에이티,060540
모헨즈,006920
유투바이오,221800
소프트센,032680
글로본,019660
무림SP,001810
지니틱스,303030
원일특강,012620
멕아이씨에스,058110
핌스,347770
씨엔플러스,115530
디모아,016670
오텍,067170
파인텍,131760
모코엠시스,333050
엠에프씨,432980
율촌,146060
아이앤씨,052860
시큐브,131090
피씨디렉트,051380
이씨에스,067010
카스,016920
배럴,267790
한일화학,007770
썸에이지,208640
링크드,193250
카이노스메드,284620
에코글로우,159910
넥스턴바이오,089140
프럼파스트,035200
전진바이오팜,110020
한빛소프트,047080
부스타,008470
디티앤씨,187220
소프트캠프,258790
조아제약,034940
아이윈플러스,123010
소니드,060230
비스토스,419540
케이바이오,038530
에이에프더블류,312610
팜스빌,318010
성우테크론,045300
압타머사이언스,291650
서산,079650
윙스풋,335870
에이텀,355690
넥스트아이,137940
케이웨더,068100
윈하이텍,192390
디젠스,113810
TPC,048770
아이윈,090150
한울앤제주,276730
신원종합개발,017000
S&K폴리텍,091340
대성미생물,036480
형지글로벌,308100
플라즈맵,405000
코아시아씨엠,196450
성창오토텍,080470
로지시스,067730
알티캐스트,085810
밸로프,331520
한주라이트메탈,198940
에스엘에스바이오,246250
딜리,131180
디와이씨,310870
엔에이치스팩29호,451700
피앤씨테크,237750
DGP,060900
정원엔시스,045510
유진테크놀로지,240600
우리엔터프라이즈,037400
기산텔레콤,035460
레이저쎌,412350
THE E&M,089230
플레이위드,023770
더바이오메드,214610
오스템,031510
시지트로닉스,429270
아즈텍WB,032080
대호특수강,021040
제이엠아이,033050
바이오인프라,199730
동양에스텍,060380
비피도,238200
알로이스,297570
휴럼,353190
우진비앤지,018620
디지캡,197140
뉴인텍,012340
세중,039310
영우디에스피,143540
오늘이엔엠,192410
신도기연,290520
핀텔,291810
우정바이오,215380
티에스넥스젠,043220
포톤,208710
아시아종묘,154030
아이티센피엔에스,232830
크린앤사이언스,045520
브이씨,365900
휴림에이텍,078590
선샤인푸드,217620
스코넥,276040
인바이오,352940
젠큐릭스,229000
풍강,093380
휴맥스홀딩스,028080
에스티오,098660
코이즈,121850
KB제27호스팩,464680
위니아에이드,377460
패션플랫폼,225590
셀레믹스,331920
아이스크림에듀,289010
듀오백,073190
인콘,083640
오에스피,368970
한탑,002680
판타지오,032800
스타플렉스,115570
엔시트론,101400
유디엠텍,389680
신시웨이,290560
글로벌에스엠,900070
한솔인티큐브,070590
지란지교시큐리티,208350
해성옵틱스,076610
삼일,032280
에스폴리텍,050760
라닉스,317120
BF랩스,139050
에이치케이,044780
에스앤더블류,103230
피엠티,147760
엑사이엔씨,054940
메디앙스,014100
삼영에스앤씨,361670
다산솔루에타,154040
스튜디오산타클로스,204630
에스아이리소스,065420
네오리진,094860
세동,053060
대산F&B,065150
나노씨엠에스,247660
유비온,084440
한국정보공학,039740
신라에스지,025870
삼보산업,009620
세종메디칼,258830
이노진,344860
씨엑스아이,900120
나노캠텍,091970
TS트릴리온,317240
비엘팜텍,065170
이퓨쳐,134060
인터엠,017250
한국유니온제약,080720
비유테크놀러지,230980
비츠로시스,054220
에프알텍,073540
뉴보텍,060260
디지아이,043360
지엔코,065060
토박스코리아,215480
케이피티유,054410
누리플랜,069140
원풍물산,008290
삼진엘앤디,054090
유안타제13호스팩,449020
플루토스,019570
엔피케이,048830
국일신동,060480
비케이홀딩스,050090
이미지스,115610
티피씨글로벌,130740
세진티에스,067770
베셀,177350
웹스,196700
CS,065770
에스에스알,275630
이엘피,063760
엑스큐어,070300
서울전자통신,027040
대동금속,020400
골드앤에스,035290
에스디시스템,121890
엔에이치스팩30호,466910
웰킵스하이텍,043590
케스피온,079190
케이엠제약,225430
알톤,123750
큐로홀딩스,051780
한국정밀기계,101680
이노인스트루먼트,215790
세니젠,188260
육일씨엔에쓰,191410
이엠앤아이,083470
피씨엘,241820
파인테크닉스,106240
디에이치엑스컴퍼니,031860
벨로크,424760
예선테크,250930
대신밸런스제18호스팩,478780
하나28호스팩,454750
엘디티,096870
광진실업,026910
미래에셋비전스팩4호,477380
미래에셋비전스팩7호,482680
동일스틸럭스,023790
유아이디,069330
앤씨앤,092600
노블엠앤비,106520
인베니아,079950
대신밸런스제16호스팩,457630
한주에이알티,058450
에이치엠씨제7호스팩,477340
신영스팩8호,430220
하나30호스팩,469880
퀀텀온,227100
파커스,065690
한국제15호스팩,479880
유안타제15호스팩,473050
KD,044180
미래에셋비전스팩6호,478440
더코디,224060
미래에셋비전스팩2호,446190
키움제11호스팩,489480
셀레스트라,352770
바이온,032980
드래곤플라이,030350
대신밸런스제17호스팩,471050
빌리언스,044480
디비금융제13호스팩,489730
엔에이치스팩31호,481890
KB제29호스팩,478390
키움제8호스팩,446840
메디콕스,054180
KB제32호스팩,0037T0
하나26호스팩,446750
에이디칩스,054630
KB제31호스팩,492220
교보16호스팩,482520
삼영이엔씨,065570
DB금융스팩12호,477760
대신밸런스제19호스팩,482690
하나27호스팩,448370
장원테크,174880
신한제12호스팩,474660
신한제14호스팩,487360
미래에셋비전스팩5호,477470
하나31호스팩,469900
신영스팩9호,445970
신한제16호스팩,496070
하나29호스팩,454640
유안타제16호스팩,474490
유안타제12호스팩,446150
KB제30호스팩,486630
유안타제11호스팩,444920
해성산업1우,03481K
상상인제4호스팩,452670
유안타제17호스팩,493790
미래에셋비전스팩3호,448830
교보17호스팩,489210
디비금융제14호스팩,0004Y0
한화플러스제4호스팩,455310
하이제8호스팩,450050
에스케이증권제9호스팩,455910
신영스팩10호,472220
이베스트스팩6호,478110
IBKS제22호스팩,448760
한화플러스제5호스팩,498390
유진스팩11호,488060
IBKS제21호스팩,442770
유안타제14호스팩,450940
하나34호스팩,484130
IBKS제23호스팩,467930
한국제13호스팩,464440
KB제25호스팩,455250
IBKS제24호스팩,469480
교보14호스팩,456490
유진스팩10호,468760
에스케이증권제13호스팩,473950
한국제12호스팩,458610
올리패스,244460
신한제15호스팩,487830
에이치엠씨제6호스팩,462020
키움제10호스팩,487720
교보15호스팩,465320
비엔케이제2호스팩,473370
에스케이증권제11호스팩,472230
엘에스스팩1호,0041J0
하나33호스팩,475250
신한제13호스팩,474930
에스케이증권제10호스팩,457940
투비소프트,079970
하나32호스팩,475240
에스케이증권제12호스팩,473000
스타코링크,060240
아이엠,101390
더테크놀로지,043090
소프트센우,032685
대호특수강우,021045
